Date	Time	Global_Active_Power
17/12/2006	13:41:00	1.826
17/12/2006	13:42:00	1.824
17/12/2006	13:43:00	1.820
17/12/2006	13:44:00	1.810
17/12/2006	13:45:00	1.810
17/12/2006	13:46:00	1.806
17/12/2006	13:47:00	1.814
17/12/2006	13:48:00	1.812
17/12/2006	13:49:00	1.784
17/12/2006	13:50:00	1.758
17/12/2006	13:51:00	1.768
17/12/2006	13:52:00	1.764
17/12/2006	13:53:00	1.764
17/12/2006	13:54:00	2.152
17/12/2006	13:55:00	3.092
17/12/2006	13:56:00	1.790
17/12/2006	13:57:00	1.760
17/12/2006	13:58:00	1.752
17/12/2006	13:59:00	1.750
17/12/2006	14:00:00	1.744
17/12/2006	14:01:00	1.770
17/12/2006	14:02:00	1.794
17/12/2006	14:03:00	1.774
17/12/2006	14:04:00	1.782
17/12/2006	14:05:00	1.788
17/12/2006	14:06:00	2.400
17/12/2006	14:07:00	1.800
17/12/2006	14:08:00	1.938
17/12/2006	14:09:00	2.304
17/12/2006	14:10:00	2.066
17/12/2006	14:11:00	1.938
17/12/2006	14:12:00	1.802
17/12/2006	14:13:00	1.954
17/12/2006	14:14:00	2.058
17/12/2006	14:15:00	2.102
17/12/2006	14:16:00	2.118
17/12/2006	14:17:00	2.120
17/12/2006	14:18:00	2.106
17/12/2006	14:19:00	2.124
17/12/2006	14:20:00	2.134
17/12/2006	14:21:00	2.134
17/12/2006	14:22:00	2.120
17/12/2006	14:23:00	2.122
17/12/2006	14:24:00	2.118
17/12/2006	14:25:00	2.106
17/12/2006	14:26:00	2.136
17/12/2006	14:27:00	2.510
17/12/2006	14:28:00	2.680
17/12/2006	14:29:00	2.372
17/12/2006	14:30:00	2.154
17/12/2006	14:31:00	2.146
17/12/2006	14:32:00	2.140
17/12/2006	14:33:00	2.142
17/12/2006	14:34:00	2.228
17/12/2006	14:35:00	2.190
17/12/2006	14:36:00	2.122
17/12/2006	14:37:00	2.118
17/12/2006	14:38:00	2.120
17/12/2006	14:39:00	2.118
17/12/2006	14:40:00	2.110
17/12/2006	14:41:00	2.110
17/12/2006	14:42:00	2.110
17/12/2006	14:43:00	2.108
17/12/2006	14:44:00	2.104
17/12/2006	14:45:00	1.856
17/12/2006	14:46:00	1.858
17/12/2006	14:47:00	1.870
17/12/2006	14:48:00	2.046
17/12/2006	14:49:00	2.152
17/12/2006	14:50:00	2.170
17/12/2006	14:51:00	2.162
17/12/2006	14:52:00	2.160
17/12/2006	14:53:00	2.154
17/12/2006	14:54:00	2.238
17/12/2006	14:55:00	2.240
17/12/2006	14:56:00	2.248
17/12/2006	14:57:00	2.188
17/12/2006	14:58:00	2.152
17/12/2006	14:59:00	2.130
17/12/2006	15:00:00	2.110
17/12/2006	15:01:00	2.112
17/12/2006	15:02:00	2.120
17/12/2006	15:03:00	2.108
17/12/2006	15:04:00	2.106
17/12/2006	15:05:00	2.076
17/12/2006	15:06:00	1.996
17/12/2006	15:07:00	2.004
17/12/2006	15:08:00	2.010
17/12/2006	15:09:00	2.002
17/12/2006	15:10:00	1.934
17/12/2006	15:11:00	1.954
17/12/2006	15:12:00	2.060
17/12/2006	15:13:00	2.022
17/12/2006	15:14:00	2.128
17/12/2006	15:15:00	2.180
17/12/2006	15:16:00	2.178
17/12/2006	15:17:00	2.172
17/12/2006	15:18:00	2.180
17/12/2006	15:19:00	2.100
17/12/2006	15:20:00	2.142
17/12/2006	15:21:00	2.144
17/12/2006	15:22:00	2.070
17/12/2006	15:23:00	2.042
17/12/2006	15:24:00	3.006
17/12/2006	15:25:00	3.156
17/12/2006	15:26:00	3.118
17/12/2006	15:27:00	3.124
17/12/2006	15:28:00	4.502
17/12/2006	15:29:00	5.570
17/12/2006	15:30:00	3.054
17/12/2006	15:31:00	2.886
17/12/2006	15:32:00	2.902
17/12/2006	15:33:00	2.892
17/12/2006	15:34:00	2.888
17/12/2006	15:35:00	2.880
17/12/2006	15:36:00	2.858
17/12/2006	15:37:00	3.382
17/12/2006	15:38:00	4.944
17/12/2006	15:39:00	4.928
17/12/2006	15:40:00	4.908
17/12/2006	15:41:00	4.918
17/12/2006	15:42:00	4.956
17/12/2006	15:43:00	4.944
17/12/2006	15:44:00	4.968
17/12/2006	15:45:00	4.890
17/12/2006	15:46:00	4.900
17/12/2006	15:47:00	2.812
17/12/2006	15:48:00	4.794
17/12/2006	15:49:00	2.920
17/12/2006	15:50:00	2.852
17/12/2006	15:51:00	2.814
17/12/2006	15:52:00	2.744
17/12/2006	15:53:00	2.760
17/12/2006	15:54:00	2.758
17/12/2006	15:55:00	2.824
17/12/2006	15:56:00	2.848
17/12/2006	15:57:00	2.844
17/12/2006	15:58:00	2.810
17/12/2006	15:59:00	2.820
17/12/2006	16:00:00	2.818
17/12/2006	16:01:00	2.842
17/12/2006	16:02:00	2.834
17/12/2006	16:03:00	2.830
17/12/2006	16:04:00	2.824
17/12/2006	16:05:00	2.814
17/12/2006	16:06:00	2.794
17/12/2006	16:07:00	2.794
17/12/2006	16:08:00	2.780
17/12/2006	16:09:00	2.780
17/12/2006	16:10:00	2.756
17/12/2006	16:11:00	2.748
17/12/2006	16:12:00	2.776
17/12/2006	16:13:00	2.842
17/12/2006	16:14:00	2.856
17/12/2006	16:15:00	2.798
17/12/2006	16:16:00	2.810
17/12/2006	16:17:00	2.810
17/12/2006	16:18:00	2.792
17/12/2006	16:19:00	2.792
17/12/2006	16:20:00	2.750
17/12/2006	16:21:00	2.762
17/12/2006	16:22:00	4.838
17/12/2006	16:23:00	4.878
17/12/2006	16:24:00	4.864
17/12/2006	16:25:00	4.868
17/12/2006	16:26:00	4.876
17/12/2006	16:27:00	4.810
17/12/2006	16:28:00	4.790
17/12/2006	16:29:00	4.784
17/12/2006	16:30:00	4.806
17/12/2006	16:31:00	4.834
17/12/2006	16:32:00	4.856
17/12/2006	16:33:00	4.844
17/12/2006	16:34:00	4.912
17/12/2006	16:35:00	3.120
17/12/2006	16:36:00	2.730
17/12/2006	16:37:00	2.962
17/12/2006	16:38:00	2.764
17/12/2006	16:39:00	2.748
17/12/2006	16:40:00	2.722
17/12/2006	16:41:00	2.768
17/12/2006	16:42:00	2.832
17/12/2006	16:43:00	2.804
17/12/2006	16:44:00	2.788
17/12/2006	16:45:00	2.802
17/12/2006	16:46:00	2.800
17/12/2006	16:47:00	2.776
17/12/2006	16:48:00	2.768
17/12/2006	16:49:00	2.798
17/12/2006	16:50:00	2.846
17/12/2006	16:51:00	3.234
17/12/2006	16:52:00	3.256
17/12/2006	16:53:00	3.272
17/12/2006	16:54:00	3.328
17/12/2006	16:55:00	3.316
17/12/2006	16:56:00	3.390
17/12/2006	16:57:00	3.418
17/12/2006	16:58:00	3.384
17/12/2006	16:59:00	3.374
17/12/2006	17:00:00	3.388
17/12/2006	17:01:00	3.376
17/12/2006	17:02:00	3.354
17/12/2006	17:03:00	3.472
17/12/2006	17:04:00	3.484
17/12/2006	17:05:00	3.422
17/12/2006	17:06:00	3.416
17/12/2006	17:07:00	3.446
17/12/2006	17:08:00	3.660
17/12/2006	17:09:00	3.586
17/12/2006	17:10:00	3.556
17/12/2006	17:11:00	3.604
17/12/2006	17:12:00	3.728
17/12/2006	17:13:00	3.700
17/12/2006	17:14:00	3.678
17/12/2006	17:15:00	3.670
17/12/2006	17:16:00	3.702
17/12/2006	17:17:00	3.744
17/12/2006	17:18:00	3.796
17/12/2006	17:19:00	3.808
17/12/2006	17:20:00	3.580
17/12/2006	17:21:00	3.370
17/12/2006	17:22:00	3.130
17/12/2006	17:23:00	3.238
17/12/2006	17:24:00	3.390
17/12/2006	17:25:00	3.360
17/12/2006	17:26:00	3.400
17/12/2006	17:27:00	3.396
17/12/2006	17:28:00	3.282
17/12/2006	17:29:00	2.996
17/12/2006	17:30:00	3.002
17/12/2006	17:31:00	3.000
17/12/2006	17:32:00	2.994
17/12/2006	17:33:00	3.058
17/12/2006	17:34:00	3.118
17/12/2006	17:35:00	3.168
17/12/2006	17:36:00	3.262
17/12/2006	17:37:00	3.306
17/12/2006	17:38:00	3.288
17/12/2006	17:39:00	3.282
17/12/2006	17:40:00	3.292
17/12/2006	17:41:00	3.280
17/12/2006	17:42:00	3.502
17/12/2006	17:43:00	3.376
17/12/2006	17:44:00	3.332
17/12/2006	17:45:00	3.292
17/12/2006	17:46:00	3.280
17/12/2006	17:47:00	3.298
17/12/2006	17:48:00	3.296
17/12/2006	17:49:00	3.274
17/12/2006	17:50:00	3.412
17/12/2006	17:51:00	3.412
17/12/2006	17:52:00	3.418
17/12/2006	17:53:00	3.416
17/12/2006	17:54:00	3.418
17/12/2006	17:55:00	3.430
17/12/2006	17:56:00	3.434
17/12/2006	17:57:00	3.792
17/12/2006	17:58:00	3.652
17/12/2006	17:59:00	3.590
17/12/2006	18:00:00	3.328
17/12/2006	18:01:00	3.336
17/12/2006	18:02:00	3.386
17/12/2006	18:03:00	3.528
17/12/2006	18:04:00	3.496
17/12/2006	18:05:00	3.396
17/12/2006	18:06:00	3.266
17/12/2006	18:07:00	3.340
17/12/2006	18:08:00	3.260
17/12/2006	18:09:00	3.236
17/12/2006	18:10:00	3.216
17/12/2006	18:11:00	3.232
17/12/2006	18:12:00	3.236
17/12/2006	18:13:00	3.254
17/12/2006	18:14:00	3.308
17/12/2006	18:15:00	3.612
17/12/2006	18:16:00	4.100
17/12/2006	18:17:00	6.254
17/12/2006	18:18:00	6.204
17/12/2006	18:19:00	4.536
17/12/2006	18:20:00	3.606
17/12/2006	18:21:00	3.594
17/12/2006	18:22:00	3.614
17/12/2006	18:23:00	3.612
17/12/2006	18:24:00	3.612
17/12/2006	18:25:00	3.576
17/12/2006	18:26:00	3.552
17/12/2006	18:27:00	3.550
17/12/2006	18:28:00	3.566
17/12/2006	18:29:00	3.660
17/12/2006	18:30:00	3.624
17/12/2006	18:31:00	3.626
17/12/2006	18:32:00	3.620
17/12/2006	18:33:00	3.420
17/12/2006	18:34:00	3.356
17/12/2006	18:35:00	3.362
17/12/2006	18:36:00	3.372
17/12/2006	18:37:00	3.380
17/12/2006	18:38:00	3.344
17/12/2006	18:39:00	3.612
17/12/2006	18:40:00	3.652
17/12/2006	18:41:00	3.638
17/12/2006	18:42:00	3.618
17/12/2006	18:43:00	3.588
17/12/2006	18:44:00	3.596
17/12/2006	18:45:00	3.708
17/12/2006	18:46:00	3.790
17/12/2006	18:47:00	3.760
17/12/2006	18:48:00	3.754
17/12/2006	18:49:00	3.742
17/12/2006	18:50:00	3.954
17/12/2006	18:51:00	3.810
17/12/2006	18:52:00	3.808
17/12/2006	18:53:00	3.978
17/12/2006	18:54:00	3.974
17/12/2006	18:55:00	4.006
17/12/2006	18:56:00	4.112
17/12/2006	18:57:00	4.060
17/12/2006	18:58:00	4.050
17/12/2006	18:59:00	4.046
17/12/2006	19:00:00	4.078
17/12/2006	19:01:00	4.180
17/12/2006	19:02:00	4.132
17/12/2006	19:03:00	3.768
17/12/2006	19:04:00	3.556
17/12/2006	19:05:00	3.528
17/12/2006	19:06:00	2.922
17/12/2006	19:07:00	2.420
17/12/2006	19:08:00	2.398
17/12/2006	19:09:00	2.398
17/12/2006	19:10:00	2.388
17/12/2006	19:11:00	2.432
17/12/2006	19:12:00	3.764
17/12/2006	19:13:00	3.782
17/12/2006	19:14:00	3.222
17/12/2006	19:15:00	2.210
17/12/2006	19:16:00	2.208
17/12/2006	19:17:00	2.220
17/12/2006	19:18:00	2.234
17/12/2006	19:19:00	2.224
17/12/2006	19:20:00	2.164
17/12/2006	19:21:00	2.472
17/12/2006	19:22:00	2.506
17/12/2006	19:23:00	2.168
17/12/2006	19:24:00	2.154
17/12/2006	19:25:00	2.146
17/12/2006	19:26:00	2.134
17/12/2006	19:27:00	2.104
17/12/2006	19:28:00	2.104
17/12/2006	19:29:00	2.116
17/12/2006	19:30:00	2.114
17/12/2006	19:31:00	2.532
17/12/2006	19:32:00	2.478
17/12/2006	19:33:00	2.366
17/12/2006	19:34:00	2.740
17/12/2006	19:35:00	3.424
17/12/2006	19:36:00	3.538
17/12/2006	19:37:00	4.012
17/12/2006	19:38:00	4.842
17/12/2006	19:39:00	3.578
17/12/2006	19:40:00	3.438
17/12/2006	19:41:00	3.290
17/12/2006	19:42:00	3.130
17/12/2006	19:43:00	3.150
17/12/2006	19:44:00	3.314
17/12/2006	19:45:00	3.022
17/12/2006	19:46:00	3.004
17/12/2006	19:47:00	3.020
17/12/2006	19:48:00	2.960
17/12/2006	19:49:00	3.544
17/12/2006	19:50:00	2.934
17/12/2006	19:51:00	3.034
17/12/2006	19:52:00	3.244
17/12/2006	19:53:00	3.304
17/12/2006	19:54:00	3.024
17/12/2006	19:55:00	3.032
17/12/2006	19:56:00	2.826
17/12/2006	19:57:00	2.558
17/12/2006	19:58:00	2.514
17/12/2006	19:59:00	2.406
17/12/2006	20:00:00	2.388
17/12/2006	20:01:00	2.314
17/12/2006	20:02:00	2.326
17/12/2006	20:03:00	2.560
17/12/2006	20:04:00	2.670
17/12/2006	20:05:00	2.420
17/12/2006	20:06:00	2.550
17/12/2006	20:07:00	2.600
17/12/2006	20:08:00	2.628
17/12/2006	20:09:00	2.632
17/12/2006	20:10:00	2.664
17/12/2006	20:11:00	2.576
17/12/2006	20:12:00	2.972
17/12/2006	20:13:00	3.202
17/12/2006	20:14:00	3.178
17/12/2006	20:15:00	3.190
17/12/2006	20:16:00	3.260
17/12/2006	20:17:00	3.262
17/12/2006	20:18:00	3.390
17/12/2006	20:19:00	3.566
17/12/2006	20:20:00	3.668
17/12/2006	20:21:00	4.464
17/12/2006	20:22:00	4.448
17/12/2006	20:23:00	3.698
17/12/2006	20:24:00	3.712
17/12/2006	20:25:00	3.732
17/12/2006	20:26:00	3.736
17/12/2006	20:27:00	3.660
17/12/2006	20:28:00	3.636
17/12/2006	20:29:00	3.620
17/12/2006	20:30:00	3.614
17/12/2006	20:31:00	3.590
17/12/2006	20:32:00	3.610
17/12/2006	20:33:00	3.616
17/12/2006	20:34:00	3.644
17/12/2006	20:35:00	3.822
17/12/2006	20:36:00	3.538
17/12/2006	20:37:00	3.504
17/12/2006	20:38:00	3.682
17/12/2006	20:39:00	3.694
17/12/2006	20:40:00	3.692
17/12/2006	20:41:00	3.712
17/12/2006	20:42:00	3.628
17/12/2006	20:43:00	3.374
17/12/2006	20:44:00	3.368
17/12/2006	20:45:00	3.352
17/12/2006	20:46:00	3.350
17/12/2006	20:47:00	3.318
17/12/2006	20:48:00	3.324
17/12/2006	20:49:00	3.594
17/12/2006	20:50:00	3.798
17/12/2006	20:51:00	3.852
17/12/2006	20:52:00	3.832
17/12/2006	20:53:00	3.832
17/12/2006	20:54:00	3.750
17/12/2006	20:55:00	3.568
17/12/2006	20:56:00	3.476
17/12/2006	20:57:00	3.316
17/12/2006	20:58:00	3.274
17/12/2006	20:59:00	3.244
17/12/2006	21:00:00	3.576
17/12/2006	21:01:00	3.898
17/12/2006	21:02:00	3.638
17/12/2006	21:03:00	3.204
17/12/2006	21:04:00	3.078
17/12/2006	21:05:00	3.076
17/12/2006	21:06:00	3.086
17/12/2006	21:07:00	3.002
17/12/2006	21:08:00	2.992
17/12/2006	21:09:00	3.038
17/12/2006	21:10:00	3.088
17/12/2006	21:11:00	3.116
17/12/2006	21:12:00	3.108
17/12/2006	21:13:00	3.096
17/12/2006	21:14:00	3.086
17/12/2006	21:15:00	3.076
17/12/2006	21:16:00	3.080
17/12/2006	21:17:00	3.080
17/12/2006	21:18:00	3.096
17/12/2006	21:19:00	3.130
17/12/2006	21:20:00	3.074
17/12/2006	21:21:00	3.118
17/12/2006	21:22:00	3.082
17/12/2006	21:23:00	3.068
17/12/2006	21:24:00	3.084
17/12/2006	21:25:00	3.268
17/12/2006	21:26:00	3.316
17/12/2006	21:27:00	3.070
17/12/2006	21:28:00	3.100
17/12/2006	21:29:00	3.098
17/12/2006	21:30:00	3.096
17/12/2006	21:31:00	3.100
17/12/2006	21:32:00	3.094
17/12/2006	21:33:00	3.100
17/12/2006	21:34:00	3.118
17/12/2006	21:35:00	3.124
17/12/2006	21:36:00	3.108
17/12/2006	21:37:00	3.140
17/12/2006	21:38:00	3.138
17/12/2006	21:39:00	3.120
17/12/2006	21:40:00	3.102
17/12/2006	21:41:00	3.098
17/12/2006	21:42:00	3.086
17/12/2006	21:43:00	3.080
17/12/2006	21:44:00	2.996
17/12/2006	21:45:00	2.914
17/12/2006	21:46:00	2.986
17/12/2006	21:47:00	2.840
17/12/2006	21:48:00	2.824
17/12/2006	21:49:00	2.970
17/12/2006	21:50:00	2.910
17/12/2006	21:51:00	2.754
17/12/2006	21:52:00	2.588
17/12/2006	21:53:00	2.624
17/12/2006	21:54:00	2.614
17/12/2006	21:55:00	2.618
17/12/2006	21:56:00	2.604
17/12/2006	21:57:00	2.596
17/12/2006	21:58:00	2.588
17/12/2006	21:59:00	2.694
17/12/2006	22:00:00	2.690
17/12/2006	22:01:00	2.682
17/12/2006	22:02:00	2.688
17/12/2006	22:03:00	2.688
17/12/2006	22:04:00	2.688
17/12/2006	22:05:00	2.694
17/12/2006	22:06:00	2.690
17/12/2006	22:07:00	2.688
17/12/2006	22:08:00	2.156
17/12/2006	22:09:00	1.650
17/12/2006	22:10:00	1.652
17/12/2006	22:11:00	1.646
17/12/2006	22:12:00	1.656
17/12/2006	22:13:00	1.648
17/12/2006	22:14:00	1.654
17/12/2006	22:15:00	1.632
17/12/2006	22:16:00	1.632
17/12/2006	22:17:00	1.676
17/12/2006	22:18:00	1.714
17/12/2006	22:19:00	1.720
17/12/2006	22:20:00	1.726
17/12/2006	22:21:00	1.722
17/12/2006	22:22:00	1.654
17/12/2006	22:23:00	1.662
17/12/2006	22:24:00	1.660
17/12/2006	22:25:00	1.660
17/12/2006	22:26:00	1.654
17/12/2006	22:27:00	1.652
17/12/2006	22:28:00	1.582
17/12/2006	22:29:00	1.582
17/12/2006	22:30:00	1.542
17/12/2006	22:31:00	1.678
17/12/2006	22:32:00	1.748
17/12/2006	22:33:00	1.752
17/12/2006	22:34:00	1.910
17/12/2006	22:35:00	2.136
17/12/2006	22:36:00	1.754
17/12/2006	22:37:00	0.862
17/12/2006	22:38:00	0.812
17/12/2006	22:39:00	0.808
17/12/2006	22:40:00	0.806
17/12/2006	22:41:00	0.812
17/12/2006	22:42:00	0.818
17/12/2006	22:43:00	0.820
17/12/2006	22:44:00	0.848
17/12/2006	22:45:00	0.914
17/12/2006	22:46:00	0.902
17/12/2006	22:47:00	0.902
17/12/2006	22:48:00	0.902
17/12/2006	22:49:00	0.902
17/12/2006	22:50:00	0.888
17/12/2006	22:51:00	0.892
17/12/2006	22:52:00	0.850
17/12/2006	22:53:00	0.796
17/12/2006	22:54:00	0.900
17/12/2006	22:55:00	0.912
17/12/2006	22:56:00	0.912
17/12/2006	22:57:00	0.914
17/12/2006	22:58:00	0.938
17/12/2006	22:59:00	0.952
17/12/2006	23:00:00	1.116
17/12/2006	23:01:00	0.864
17/12/2006	23:02:00	0.724
17/12/2006	23:03:00	0.602
17/12/2006	23:04:00	0.566
17/12/2006	23:05:00	0.566
17/12/2006	23:06:00	0.566
17/12/2006	23:07:00	0.564
17/12/2006	23:08:00	0.560
17/12/2006	23:09:00	0.500
17/12/2006	23:10:00	0.492
17/12/2006	23:11:00	0.496
17/12/2006	23:12:00	0.498
17/12/2006	23:13:00	0.416
17/12/2006	23:14:00	0.404
17/12/2006	23:15:00	0.404
17/12/2006	23:16:00	0.318
17/12/2006	23:17:00	0.292
17/12/2006	23:18:00	0.290
17/12/2006	23:19:00	0.288
17/12/2006	23:20:00	0.286
17/12/2006	23:21:00	0.288
17/12/2006	23:22:00	0.396
17/12/2006	23:23:00	0.382
17/12/2006	23:24:00	0.382
17/12/2006	23:25:00	0.380
17/12/2006	23:26:00	0.378
17/12/2006	23:27:00	0.444
17/12/2006	23:28:00	0.478
17/12/2006	23:29:00	0.472
17/12/2006	23:30:00	0.470
17/12/2006	23:31:00	0.470
17/12/2006	23:32:00	0.468
17/12/2006	23:33:00	0.464
17/12/2006	23:34:00	0.462
17/12/2006	23:35:00	0.396
17/12/2006	23:36:00	0.378
17/12/2006	23:37:00	0.378
17/12/2006	23:38:00	0.376
17/12/2006	23:39:00	0.374
17/12/2006	23:40:00	0.440
17/12/2006	23:41:00	0.452
17/12/2006	23:42:00	0.454
17/12/2006	23:43:00	0.454
17/12/2006	23:44:00	0.452
17/12/2006	23:45:00	0.450
17/12/2006	23:46:00	0.446
17/12/2006	23:47:00	0.444
17/12/2006	23:48:00	0.442
17/12/2006	23:49:00	0.440
17/12/2006	23:50:00	0.388
17/12/2006	23:51:00	0.366
17/12/2006	23:52:00	0.364
17/12/2006	23:53:00	0.366
17/12/2006	23:54:00	0.284
17/12/2006	23:55:00	0.276
17/12/2006	23:56:00	0.274
17/12/2006	23:57:00	0.274
17/12/2006	23:58:00	0.274
17/12/2006	23:59:00	0.276
